Geography,Geographic Area Name,totalpop,hispanic_latino,white,black,american_indian,asian,native_hawaiian,other
1400000US06065041807,"Census Tract 418.07, Riverside County, California",2305,1242,808,44,4,111,0,10
1400000US06065041808,"Census Tract 418.08, Riverside County, California",6771,2101,2741,374,9,1229,10,42
1400000US06065041809,"Census Tract 418.09, Riverside County, California",5852,2546,1995,381,13,601,55,11
1400000US06065041810,"Census Tract 418.10, Riverside County, California",5895,1711,2415,274,27,1123,25,36
1400000US06065041812,"Census Tract 418.12, Riverside County, California",3488,1777,1225,104,24,225,8,9
1400000US06065041813,"Census Tract 418.13, Riverside County, California",6599,4310,1635,229,26,237,17,12
1400000US06065041904,"Census Tract 419.04, Riverside County, California",4950,2466,1860,74,7,373,21,14
1400000US06065041905,"Census Tract 419.05, Riverside County, California",3005,1797,798,130,16,170,19,11
1400000US06065041906,"Census Tract 419.06, Riverside County, California",6360,4140,1476,221,13,288,21,32
1400000US06065041909,"Census Tract 419.09, Riverside County, California",5388,2956,1784,121,28,295,7,24
1400000US06065041910,"Census Tract 419.10, Riverside County, California",7655,2768,3313,578,21,556,18,38
1400000US06065041912,"Census Tract 419.12, Riverside County, California",6158,1830,2486,236,17,1231,25,34
1400000US06065041913,"Census Tract 419.13, Riverside County, California",5564,1824,2403,207,17,823,14,16
1400000US06065041914,"Census Tract 419.14, Riverside County, California",5972,1835,2090,634,7,1039,11,30
1400000US06065041915,"Census Tract 419.15, Riverside County, California",7451,2110,3291,531,18,1015,17,64
1400000US06065042003,"Census Tract 420.03, Riverside County, California",6027,2046,2608,416,12,694,3,35
1400000US06065042004,"Census Tract 420.04, Riverside County, California",3344,1155,1666,139,21,147,16,21
1400000US06065042005,"Census Tract 420.05, Riverside County, California",5452,1613,2407,302,14,841,7,41
1400000US06065042007,"Census Tract 420.07, Riverside County, California",5559,1847,2946,207,26,302,12,19
1400000US06065042008,"Census Tract 420.08, Riverside County, California",8742,3442,3700,495,36,633,21,41
1400000US06065042009,"Census Tract 420.09, Riverside County, California",7514,4744,1706,462,26,323,7,27
1400000US06065042010,"Census Tract 420.10, Riverside County, California",6434,5225,861,182,6,64,4,18
1400000US06065042012,"Census Tract 420.12, Riverside County, California",6332,2184,2320,557,12,846,26,25
1400000US06065042015,"Census Tract 420.15, Riverside County, California",5521,1746,2378,429,6,622,13,28
1400000US06065042016,"Census Tract 420.16, Riverside County, California",2621,1000,1041,189,5,223,13,26
1400000US06065042017,"Census Tract 420.17, Riverside County, California",3978,1413,1664,273,16,400,8,9
1400000US06065042018,"Census Tract 420.18, Riverside County, California",6017,1795,2473,495,8,893,12,21
1400000US06065042206,"Census Tract 422.06, Riverside County, California",6400,2044,2384,690,11,865,6,46
1400000US06065042207,"Census Tract 422.07, Riverside County, California",3097,739,1739,176,16,269,10,20
1400000US06065042208,"Census Tract 422.08, Riverside County, California",2562,726,1468,93,9,141,0,15
1400000US06065042209,"Census Tract 422.09, Riverside County, California",4627,2572,886,500,17,436,14,33
1400000US06065042210,"Census Tract 422.10, Riverside County, California",4995,2430,1177,555,36,590,9,40
1400000US06065042212,"Census Tract 422.12, Riverside County, California",7124,3723,1452,1070,16,529,21,32
1400000US06065042213,"Census Tract 422.13, Riverside County, California",5520,1746,2055,411,49,1005,8,21
1400000US06065042214,"Census Tract 422.14, Riverside County, California",6843,3247,1857,763,36,612,15,34
1400000US06065042217,"Census Tract 422.17, Riverside County, California",5488,1442,2825,377,12,498,28,18
1400000US06065042300,"Census Tract 423, Riverside County, California",10335,6512,1990,652,27,781,27,61
1400000US06065042401,"Census Tract 424.01, Riverside County, California",2075,1037,718,168,5,73,7,2
1400000US06065042402,"Census Tract 424.02, Riverside County, California",5127,3167,982,521,20,252,12,19
1400000US06065042403,"Census Tract 424.03, Riverside County, California",4541,2712,820,560,22,242,31,30
1400000US06065042404,"Census Tract 424.04, Riverside County, California",2515,1707,230,391,6,71,20,17
1400000US06065042405,"Census Tract 424.05, Riverside County, California",5668,3149,562,1466,23,166,26,37
1400000US06065042406,"Census Tract 424.06, Riverside County, California",4267,2728,699,493,8,164,22,42
1400000US06065042407,"Census Tract 424.07, Riverside County, California",3313,2167,691,247,7,72,8,9
1400000US06065042408,"Census Tract 424.08, Riverside County, California",3370,2151,636,337,9,104,28,9
1400000US06065042409,"Census Tract 424.09, Riverside County, California",3385,2218,550,337,14,119,13,24
1400000US06065042410,"Census Tract 424.10, Riverside County, California",5852,2983,1026,1112,16,373,27,36
1400000US06065042411,"Census Tract 424.11, Riverside County, California",2683,1328,626,406,16,111,13,20
1400000US06065042412,"Census Tract 424.12, Riverside County, California",5566,2468,1898,602,12,317,10,33
1400000US06065042505,"Census Tract 425.05, Riverside County, California",3949,3179,273,275,15,78,33,15
1400000US06065042507,"Census Tract 425.07, Riverside County, California",5714,3824,522,798,16,338,50,23
1400000US06065042508,"Census Tract 425.08, Riverside County, California",4968,3940,316,435,13,131,11,22
1400000US06065042509,"Census Tract 425.09, Riverside County, California",3460,2547,421,265,12,123,6,32
1400000US06065042510,"Census Tract 425.10, Riverside County, California",5133,3788,462,538,10,183,31,9
1400000US06065042511,"Census Tract 425.11, Riverside County, California",4430,3157,439,528,1,165,24,33
1400000US06065042512,"Census Tract 425.12, Riverside County, California",3260,2433,214,449,10,53,13,14
1400000US06065042513,"Census Tract 425.13, Riverside County, California",3387,2343,443,358,6,133,6,5
1400000US06065042514,"Census Tract 425.14, Riverside County, California",3311,2252,288,457,5,192,32,11
1400000US06065042515,"Census Tract 425.15, Riverside County, California",3794,2881,229,433,13,99,44,20
1400000US06065042516,"Census Tract 425.16, Riverside County, California",3740,2726,359,403,15,126,12,20
1400000US06065042517,"Census Tract 425.17, Riverside County, California",3361,2387,323,402,4,132,28,16
1400000US06065042518,"Census Tract 425.18, Riverside County, California",3816,2371,386,724,6,178,16,21
1400000US06065042519,"Census Tract 425.19, Riverside County, California",1887,1286,191,285,7,56,2,15
1400000US06065042520,"Census Tract 425.20, Riverside County, California",4866,3720,378,413,13,207,29,13
1400000US06065042521,"Census Tract 425.21, Riverside County, California",5127,3867,468,490,4,125,31,26
1400000US06065042522,"Census Tract 425.22, Riverside County, California",4703,2383,558,903,6,657,18,33
1400000US06065042523,"Census Tract 425.23, Riverside County, California",5160,2777,605,1172,7,381,26,27
1400000US06065042621,"Census Tract 426.21, Riverside County, California",8004,4676,901,1326,8,766,32,49
1400000US06065042622,"Census Tract 426.22, Riverside County, California",5482,2601,700,1121,15,810,20,55
1400000US06065042623,"Census Tract 426.23, Riverside County, California",3962,1771,856,806,14,300,11,28
1400000US06065042624,"Census Tract 426.24, Riverside County, California",4571,2372,1036,527,9,355,26,55
1400000US06065042625,"Census Tract 426.25, Riverside County, California",6046,3932,761,695,20,388,16,32
1400000US06065042626,"Census Tract 426.26, Riverside County, California",9775,6699,855,1268,26,650,17,85
1400000US06065042627,"Census Tract 426.27, Riverside County, California",5637,4562,289,492,19,157,13,17
1400000US06065042628,"Census Tract 426.28, Riverside County, California",5759,4704,319,446,16,120,24,29
1400000US06065042629,"Census Tract 426.29, Riverside County, California",5176,3620,460,671,12,233,14,37
1400000US06065042630,"Census Tract 426.30, Riverside County, California",6727,4598,611,940,6,290,26,73
1400000US06065042631,"Census Tract 426.31, Riverside County, California",5190,4321,314,359,3,95,9,15
1400000US06065042632,"Census Tract 426.32, Riverside County, California",3245,2858,173,104,8,60,6,12
1400000US06065042708,"Census Tract 427.08, Riverside County, California",5364,2338,2214,241,21,263,32,23
1400000US06065042709,"Census Tract 427.09, Riverside County, California",5288,1927,2593,322,18,206,12,27
1400000US06065042711,"Census Tract 427.11, Riverside County, California",5114,1095,3250,358,21,166,20,23
1400000US06065042714,"Census Tract 427.14, Riverside County, California",3376,505,2503,87,18,80,5,25
1400000US06065042716,"Census Tract 427.16, Riverside County, California",5222,932,3821,54,21,122,6,15
1400000US06065042717,"Census Tract 427.17, Riverside County, California",5463,2789,2134,133,9,124,20,35
1400000US06065042719,"Census Tract 427.19, Riverside County, California",5438,3686,1324,171,20,69,14,17
1400000US06065042720,"Census Tract 427.20, Riverside County, California",4936,3165,1465,82,15,72,6,13
1400000US06065042723,"Census Tract 427.23, Riverside County, California",7675,4428,2333,315,35,249,13,37
1400000US06065042724,"Census Tract 427.24, Riverside County, California",4581,1810,1638,366,11,426,31,24
1400000US06065042726,"Census Tract 427.26, Riverside County, California",10185,4054,3797,1005,42,678,35,58
1400000US06065042728,"Census Tract 427.28, Riverside County, California",2370,1110,956,109,9,73,9,15
1400000US06065042730,"Census Tract 427.30, Riverside County, California",6028,4097,1346,162,22,170,10,43
1400000US06065042731,"Census Tract 427.31, Riverside County, California",7691,4638,1806,556,12,375,34,41
1400000US06065042732,"Census Tract 427.32, Riverside County, California",6259,2774,2587,227,15,296,15,32
1400000US06065042733,"Census Tract 427.33, Riverside County, California",14643,5216,6126,1071,48,1282,83,77
1400000US06065042737,"Census Tract 427.37, Riverside County, California",3471,1319,1315,297,9,296,25,26
1400000US06065042738,"Census Tract 427.38, Riverside County, California",8924,2965,3990,532,33,794,52,38
1400000US06065042739,"Census Tract 427.39, Riverside County, California",9259,3284,3667,719,37,1000,57,61
1400000US06065042740,"Census Tract 427.40, Riverside County, California",2384,362,1720,163,11,65,5,7
1400000US06065042741,"Census Tract 427.41, Riverside County, California",2479,462,1590,214,21,104,9,7
1400000US06065042742,"Census Tract 427.42, Riverside County, California",6035,2333,2539,390,18,429,29,18
1400000US06065042743,"Census Tract 427.43, Riverside County, California",4180,1536,1819,265,27,276,7,37
1400000US06065042744,"Census Tract 427.44, Riverside County, California",3597,2285,1100,37,6,31,10,19
1400000US06065042745,"Census Tract 427.45, Riverside County, California",6212,2431,2891,310,28,274,17,9
1400000US06065042746,"Census Tract 427.46, Riverside County, California",4435,3695,208,383,6,62,10,32
1400000US06065042747,"Census Tract 427.47, Riverside County, California",4310,3295,204,551,12,158,22,18
1400000US06065042748,"Census Tract 427.48, Riverside County, California",6271,2021,2689,581,27,590,8,20
1400000US06065042749,"Census Tract 427.49, Riverside County, California",5614,2825,1290,518,23,650,26,43
1400000US06065042750,"Census Tract 427.50, Riverside County, California",4325,1754,1349,357,3,575,17,45
1400000US06065042751,"Census Tract 427.51, Riverside County, California",5369,1988,2244,484,17,295,31,35
1400000US06065042752,"Census Tract 427.52, Riverside County, California",5409,1504,3010,287,15,343,18,14
1400000US06065042801,"Census Tract 428.01, Riverside County, California",4345,3324,392,473,15,48,3,8
1400000US06065042802,"Census Tract 428.02, Riverside County, California",6222,5081,394,518,19,66,17,29
1400000US06065042902,"Census Tract 429.02, Riverside County, California",4993,3732,895,159,24,60,4,18
1400000US06065042903,"Census Tract 429.03, Riverside County, California",5673,4469,817,202,23,46,2,33
1400000US06065042905,"Census Tract 429.05, Riverside County, California",3670,2954,461,132,9,46,0,21
1400000US06065042906,"Census Tract 429.06, Riverside County, California",6396,5476,362,350,40,58,7,22
1400000US06065042907,"Census Tract 429.07, Riverside County, California",3461,2780,490,90,9,30,2,7
1400000US06065042908,"Census Tract 429.08, Riverside County, California",4371,3495,466,212,9,76,12,27
1400000US06065043001,"Census Tract 430.01, Riverside County, California",9758,5221,2776,578,28,621,78,35
1400000US06065043003,"Census Tract 430.03, Riverside County, California",6647,4553,1400,295,27,121,26,29
1400000US06065043005,"Census Tract 430.05, Riverside County, California",5744,3489,1601,251,17,164,8,18
1400000US06065043006,"Census Tract 430.06, Riverside County, California",5079,3468,1042,239,29,111,17,25
1400000US06065043007,"Census Tract 430.07, Riverside County, California",6918,2960,2714,503,13,392,8,41
1400000US06065043008,"Census Tract 430.08, Riverside County, California",6146,3047,2312,197,16,304,16,52
1400000US06065043009,"Census Tract 430.09, Riverside County, California",6064,3201,1914,298,18,401,14,16
1400000US06065043010,"Census Tract 430.10, Riverside County, California",6039,3341,2016,203,21,185,4,28
1400000US06065043201,"Census Tract 432.01, Riverside County, California",4040,1117,1788,254,0,606,4,20
1400000US06065043202,"Census Tract 432.02, Riverside County, California",5630,1051,2977,224,51,872,31,19
1400000US06065043203,"Census Tract 432.03, Riverside County, California",3482,733,1816,63,365,263,16,10
1400000US06065043204,"Census Tract 432.04, Riverside County, California",7450,2217,3205,622,32,772,27,41
1400000US06065043205,"Census Tract 432.05, Riverside County, California",4667,1620,1914,288,28,525,31,18
1400000US06065043206,"Census Tract 432.06, Riverside County, California",7819,2706,3398,466,58,626,22,61
1400000US06065043207,"Census Tract 432.07, Riverside County, California",4504,1309,1822,304,26,692,52,33
1400000US06065043208,"Census Tract 432.08, Riverside County, California",5039,1168,2161,273,67,992,36,26
1400000US06065043209,"Census Tract 432.09, Riverside County, California",4105,966,2003,301,24,554,16,17
1400000US06065043210,"Census Tract 432.10, Riverside County, California",4898,1422,2674,178,42,280,6,28
1400000US06065043211,"Census Tract 432.11, Riverside County, California",5517,1955,2523,243,19,423,35,29
1400000US06065043216,"Census Tract 432.16, Riverside County, California",7142,2639,3006,415,34,592,18,46
1400000US06065043217,"Census Tract 432.17, Riverside County, California",3277,966,1661,153,17,304,11,10
1400000US06065043218,"Census Tract 432.18, Riverside County, California",5680,1620,3230,148,21,322,4,38
1400000US06065043220,"Census Tract 432.20, Riverside County, California",4742,1748,1911,267,14,510,14,22
1400000US06065043222,"Census Tract 432.22, Riverside County, California",4775,1147,2742,144,25,444,10,16
1400000US06065043227,"Census Tract 432.27, Riverside County, California",8221,2743,3405,561,56,796,56,53
1400000US06065043228,"Census Tract 432.28, Riverside County, California",4503,1551,1958,303,19,341,28,22
1400000US06065043229,"Census Tract 432.29, Riverside County, California",5186,1056,3486,143,9,276,16,9
1400000US06065043235,"Census Tract 432.35, Riverside County, California",11292,3072,4322,1028,29,1819,65,85
1400000US06065043246,"Census Tract 432.46, Riverside County, California",5451,1114,3397,131,26,416,8,20
1400000US06065043248,"Census Tract 432.48, Riverside County, California",4284,939,2214,215,28,598,25,15
1400000US06065043252,"Census Tract 432.52, Riverside County, California",9821,2151,4366,452,201,1785,57,63
1400000US06065043254,"Census Tract 432.54, Riverside County, California",5069,1760,2408,132,69,369,14,35
1400000US06065043256,"Census Tract 432.56, Riverside County, California",3585,1219,1345,230,31,453,13,34
1400000US06065043262,"Census Tract 432.62, Riverside County, California",5061,1228,3134,148,22,275,13,26
1400000US06065043264,"Census Tract 432.64, Riverside County, California",7314,1946,3999,168,37,620,20,39
1400000US06065043265,"Census Tract 432.65, Riverside County, California",7944,1813,4484,234,51,742,16,32
1400000US06065043266,"Census Tract 432.66, Riverside County, California",4823,1821,1710,319,55,593,31,45
1400000US06065043267,"Census Tract 432.67, Riverside County, California",6676,1272,4338,178,21,416,19,38
1400000US06065043270,"Census Tract 432.70, Riverside County, California",6018,2084,2699,275,34,463,53,34
1400000US06065043271,"Census Tract 432.71, Riverside County, California",4543,2055,2003,72,34,196,3,38
1400000US06065043272,"Census Tract 432.72, Riverside County, California",5311,1134,3426,136,24,267,10,39
1400000US06065043274,"Census Tract 432.74, Riverside County, California",2229,969,888,101,27,128,1,12
1400000US06065043276,"Census Tract 432.76, Riverside County, California",4092,1149,1891,250,10,506,49,7
1400000US06065043278,"Census Tract 432.78, Riverside County, California",6510,1554,3502,376,24,603,16,35
1400000US06065043279,"Census Tract 432.79, Riverside County, California",5302,1771,2935,110,38,159,15,19
1400000US06065043292,"Census Tract 432.92, Riverside County, California",3656,803,2436,52,26,161,10,14
1400000US06065043293,"Census Tract 432.93, Riverside County, California",3086,756,2017,41,24,101,5,6
1400000US06065043294,"Census Tract 432.94, Riverside County, California",4338,1222,2288,160,29,337,20,15
1400000US06065043295,"Census Tract 432.95, Riverside County, California",4889,1643,1997,306,18,528,31,18
1400000US06065043296,"Census Tract 432.96, Riverside County, California",3303,865,1494,201,4,510,19,17
1400000US06065043297,"Census Tract 432.97, Riverside County, California",8903,2555,3578,631,35,1454,11,47
1400000US06065043298,"Census Tract 432.98, Riverside County, California",4864,1302,2430,292,9,533,27,12
1400000US06065043304,"Census Tract 433.04, Riverside County, California",7744,2579,4214,256,65,305,35,41
1400000US06065043306,"Census Tract 433.06, Riverside County, California",5172,2517,1840,367,21,187,15,21
1400000US06065043307,"Census Tract 433.07, Riverside County, California",6770,3073,2594,551,33,239,16,26
1400000US06065043308,"Census Tract 433.08, Riverside County, California",3230,1901,789,318,30,82,4,0
1400000US06065043309,"Census Tract 433.09, Riverside County, California",3329,1887,895,295,31,69,5,13
1400000US06065043310,"Census Tract 433.10, Riverside County, California",3634,1977,1066,380,25,51,4,10
1400000US06065043311,"Census Tract 433.11, Riverside County, California",2483,1246,954,127,5,51,7,10
1400000US06065043312,"Census Tract 433.12, Riverside County, California",4391,2685,1197,209,22,82,26,14
1400000US06065043313,"Census Tract 433.13, Riverside County, California",3802,2267,1096,188,40,63,11,11
1400000US06065043314,"Census Tract 433.14, Riverside County, California",4126,2079,1601,144,41,78,4,16
1400000US06065043315,"Census Tract 433.15, Riverside County, California",2350,969,1100,108,27,49,5,8
1400000US06065043316,"Census Tract 433.16, Riverside County, California",4014,906,2199,428,20,256,4,21
1400000US06065043318,"Census Tract 433.18, Riverside County, California",4406,1712,1858,356,31,215,10,27
1400000US06065043319,"Census Tract 433.19, Riverside County, California",4968,2361,1484,536,18,290,30,43
1400000US06065043401,"Census Tract 434.01, Riverside County, California",6548,3816,1660,691,42,105,11,34
1400000US06065043403,"Census Tract 434.03, Riverside County, California",3081,1701,835,343,25,76,6,15
1400000US06065043404,"Census Tract 434.04, Riverside County, California",2855,1052,1365,229,31,70,5,7
1400000US06065043405,"Census Tract 434.05, Riverside County, California",5108,2274,1620,771,39,82,23,31
1400000US06065043503,"Census Tract 435.03, Riverside County, California",4898,1774,2053,618,23,141,44,25
1400000US06065043505,"Census Tract 435.05, Riverside County, California",3244,1098,1554,372,16,75,2,17
1400000US06065043506,"Census Tract 435.06, Riverside County, California",7253,3535,2630,476,44,254,28,46
1400000US06065043509,"Census Tract 435.09, Riverside County, California",6058,3637,1728,273,28,130,28,35
1400000US06065043512,"Census Tract 435.12, Riverside County, California",7733,4789,1645,681,66,230,32,44
1400000US06065043513,"Census Tract 435.13, Riverside County, California",2943,1547,902,285,25,63,15,7
1400000US06065043517,"Census Tract 435.17, Riverside County, California",8501,5169,1646,778,76,464,50,38
1400000US06065043518,"Census Tract 435.18, Riverside County, California",4781,2557,1291,437,22,220,25,20
1400000US06065043519,"Census Tract 435.19, Riverside County, California",986,147,759,29,4,15,3,2
1400000US06065043520,"Census Tract 435.20, Riverside County, California",2443,1041,1051,149,14,90,4,8
1400000US06065043521,"Census Tract 435.21, Riverside County, California",5087,3096,1173,527,10,60,7,36
1400000US06065043522,"Census Tract 435.22, Riverside County, California",3215,1905,684,417,37,71,4,5
1400000US06065043523,"Census Tract 435.23, Riverside County, California",3895,2179,1089,334,15,78,9,28
1400000US06065043524,"Census Tract 435.24, Riverside County, California",4357,2051,1671,249,62,100,37,14
1400000US06065043601,"Census Tract 436.01, Riverside County, California",5022,3527,774,440,46,58,28,33
1400000US06065043602,"Census Tract 436.02, Riverside County, California",4412,3214,627,354,33,34,15,16
1400000US06065043701,"Census Tract 437.01, Riverside County, California",3776,1560,1869,100,24,36,9,21
1400000US06065043702,"Census Tract 437.02, Riverside County, California",4719,1863,2178,266,41,102,33,23
1400000US06065043703,"Census Tract 437.03, Riverside County, California",2996,1503,1204,79,24,33,3,16
1400000US06065043802,"Census Tract 438.02, Riverside County, California",6950,2153,4114,100,36,188,4,24
1400000US06065043807,"Census Tract 438.07, Riverside County, California",6122,2802,2529,274,24,198,15,25
1400000US06065043809,"Census Tract 438.09, Riverside County, California",6853,2191,3165,522,33,630,5,32
1400000US06065043810,"Census Tract 438.10, Riverside County, California",5298,1612,2767,263,21,371,24,18
1400000US06065043812,"Census Tract 438.12, Riverside County, California",6969,745,5361,359,24,326,2,25
1400000US06065043813,"Census Tract 438.13, Riverside County, California",4764,1997,1447,177,735,114,9,28
1400000US06065043818,"Census Tract 438.18, Riverside County, California",4257,1701,1474,339,20,470,10,26
1400000US06065043820,"Census Tract 438.20, Riverside County, California",5520,2203,1967,551,37,527,11,36
1400000US06065043821,"Census Tract 438.21, Riverside County, California",5622,2597,1460,683,34,561,11,25
1400000US06065043822,"Census Tract 438.22, Riverside County, California",3451,1462,1478,128,36,170,14,33
1400000US06065043823,"Census Tract 438.23, Riverside County, California",11441,4398,4044,1044,58,1312,12,76
1400000US06065043824,"Census Tract 438.24, Riverside County, California",5063,1119,3448,97,43,133,11,18
1400000US06065043900,"Census Tract 439, Riverside County, California",6430,3539,2233,181,47,183,1,19
1400000US06065044000,"Census Tract 440, Riverside County, California",2026,1275,453,135,26,72,3,9
1400000US06065044101,"Census Tract 441.01, Riverside County, California",3030,1916,681,152,43,136,2,5
1400000US06065044102,"Census Tract 441.02, Riverside County, California",2825,1637,794,159,34,114,0,14
1400000US06065044103,"Census Tract 441.03, Riverside County, California",6106,2420,2531,375,90,438,11,33
1400000US06065044104,"Census Tract 441.04, Riverside County, California",2755,1321,1054,105,39,113,1,10
1400000US06065044200,"Census Tract 442, Riverside County, California",5969,3551,1016,779,68,354,11,31
1400000US06065044300,"Census Tract 443, Riverside County, California",5085,2798,1232,518,46,343,1,16
1400000US06065044403,"Census Tract 444.03, Riverside County, California",4219,1082,2118,45,425,326,5,12
1400000US06065044404,"Census Tract 444.04, Riverside County, California",2071,408,1466,21,19,59,0,13
1400000US06065044405,"Census Tract 444.05, Riverside County, California",2368,347,1840,24,14,32,3,8
1400000US06065044406,"Census Tract 444.06, Riverside County, California",2927,636,1939,33,45,103,0,25
1400000US06065044407,"Census Tract 444.07, Riverside County, California",3586,856,2304,49,32,184,3,25
1400000US06065044505,"Census Tract 445.05, Riverside County, California",6864,4311,2133,80,22,186,0,17
1400000US06065044507,"Census Tract 445.07, Riverside County, California",7840,5713,1373,388,34,102,5,64
1400000US06065044509,"Census Tract 445.09, Riverside County, California",4580,2757,1025,516,37,62,10,20
1400000US06065044510,"Census Tract 445.10, Riverside County, California",7010,4782,1212,605,32,116,11,30
1400000US06065044515,"Census Tract 445.15, Riverside County, California",4001,2963,760,132,7,49,9,12
1400000US06065044516,"Census Tract 445.16, Riverside County, California",7480,4897,1682,459,27,173,15,30
1400000US06065044517,"Census Tract 445.17, Riverside County, California",2797,847,1553,117,21,118,8,19
1400000US06065044518,"Census Tract 445.18, Riverside County, California",6562,3191,2378,417,31,201,6,54
1400000US06065044520,"Census Tract 445.20, Riverside County, California",1618,656,851,12,9,20,0,11
1400000US06065044521,"Census Tract 445.21, Riverside County, California",1304,633,497,53,14,29,8,1
1400000US06065044523,"Census Tract 445.23, Riverside County, California",2254,877,1190,30,8,52,6,7
1400000US06065044524,"Census Tract 445.24, Riverside County, California",3277,2152,813,132,30,70,2,9
1400000US06065044602,"Census Tract 446.02, Riverside County, California",2707,691,1693,90,11,124,2,13
1400000US06065044604,"Census Tract 446.04, Riverside County, California",3772,1473,1901,86,24,164,6,23
1400000US06065044605,"Census Tract 446.05, Riverside County, California",5222,2256,1816,723,22,211,8,37
1400000US06065044606,"Census Tract 446.06, Riverside County, California",2986,933,1729,96,19,90,4,26
1400000US06065044701,"Census Tract 447.01, Riverside County, California",3261,1030,1776,135,27,179,12,17
1400000US06065044702,"Census Tract 447.02, Riverside County, California",2087,1764,154,42,5,81,1,8
1400000US06065044804,"Census Tract 448.04, Riverside County, California",2302,1067,745,57,3,347,5,13
1400000US06065044805,"Census Tract 448.05, Riverside County, California",1580,210,1218,24,4,54,0,24
1400000US06065044806,"Census Tract 448.06, Riverside County, California",1883,367,1327,50,12,42,4,8
1400000US06065044807,"Census Tract 448.07, Riverside County, California",1343,195,958,37,0,100,6,3
1400000US06065044904,"Census Tract 449.04, Riverside County, California",4721,2326,1640,142,45,337,9,32
1400000US06065044907,"Census Tract 449.07, Riverside County, California",5226,4606,334,78,4,113,5,31
1400000US06065044911,"Census Tract 449.11, Riverside County, California",5034,1606,2844,103,14,244,3,38
1400000US06065044916,"Census Tract 449.16, Riverside County, California",4881,2661,1760,155,22,140,5,17
1400000US06065044917,"Census Tract 449.17, Riverside County, California",3854,277,3278,53,8,110,1,10
1400000US06065044918,"Census Tract 449.18, Riverside County, California",2994,218,2476,53,0,144,7,12
1400000US06065044919,"Census Tract 449.19, Riverside County, California",4857,368,4121,94,12,135,4,8
1400000US06065044921,"Census Tract 449.21, Riverside County, California",2340,237,1746,42,13,205,0,16
1400000US06065044922,"Census Tract 449.22, Riverside County, California",5980,1198,3690,181,25,600,8,14
1400000US06065044923,"Census Tract 449.23, Riverside County, California",3364,1955,961,75,20,208,8,39
1400000US06065044924,"Census Tract 449.24, Riverside County, California",3886,2323,1018,77,22,343,2,20
1400000US06065044925,"Census Tract 449.25, Riverside County, California",3439,2200,824,71,9,241,3,12
1400000US06065044926,"Census Tract 449.26, Riverside County, California",4714,3078,772,106,37,567,0,27
1400000US06065044927,"Census Tract 449.27, Riverside County, California",3637,815,2469,73,4,149,6,20
1400000US06065044928,"Census Tract 449.28, Riverside County, California",3453,346,2888,35,11,92,3,12
1400000US06065044929,"Census Tract 449.29, Riverside County, California",4151,711,2992,60,17,237,10,14
1400000US06065044930,"Census Tract 449.30, Riverside County, California",3188,1319,1592,48,4,131,4,9
1400000US06065044931,"Census Tract 449.31, Riverside County, California",2330,1513,497,57,5,213,0,4
1400000US06065044932,"Census Tract 449.32, Riverside County, California",3104,1458,1075,55,19,371,6,26
1400000US06065044933,"Census Tract 449.33, Riverside County, California",3456,3040,191,48,5,137,1,11
1400000US06065044934,"Census Tract 449.34, Riverside County, California",2753,2369,266,56,2,36,0,4
1400000US06065045000,"Census Tract 450, Riverside County, California",3054,1342,1438,86,15,52,0,13
1400000US06065045103,"Census Tract 451.03, Riverside County, California",3291,843,2164,65,14,76,5,25
1400000US06065045109,"Census Tract 451.09, Riverside County, California",3617,1583,1744,67,25,45,0,20
1400000US06065045110,"Census Tract 451.10, Riverside County, California",4971,2700,1843,143,20,74,6,32
1400000US06065045114,"Census Tract 451.14, Riverside County, California",1912,141,1666,10,0,36,0,0
1400000US06065045115,"Census Tract 451.15, Riverside County, California",1811,144,1552,7,3,38,1,11
1400000US06065045116,"Census Tract 451.16, Riverside County, California",1438,319,989,17,0,34,7,8
1400000US06065045117,"Census Tract 451.17, Riverside County, California",3911,956,2497,98,8,151,1,21
1400000US06065045118,"Census Tract 451.18, Riverside County, California",2676,1284,1170,57,3,79,0,17
1400000US06065045119,"Census Tract 451.19, Riverside County, California",2751,1018,1430,28,5,162,2,8
1400000US06065045120,"Census Tract 451.20, Riverside County, California",4458,2289,1820,61,6,90,27,28
1400000US06065045122,"Census Tract 451.22, Riverside County, California",1326,74,1151,22,1,40,4,2
1400000US06065045123,"Census Tract 451.23, Riverside County, California",2274,444,1618,24,0,112,0,16
1400000US06065045124,"Census Tract 451.24, Riverside County, California",1471,268,1058,13,7,46,7,10
1400000US06065045125,"Census Tract 451.25, Riverside County, California",2655,317,2205,19,1,58,3,7
1400000US06065045126,"Census Tract 451.26, Riverside County, California",2835,1700,915,40,6,99,1,25
1400000US06065045127,"Census Tract 451.27, Riverside County, California",2572,858,1444,67,11,98,3,8
1400000US06065045128,"Census Tract 451.28, Riverside County, California",1580,208,1276,21,0,21,0,3
1400000US06065045129,"Census Tract 451.29, Riverside County, California",4677,1867,2425,72,14,140,2,11
1400000US06065045207,"Census Tract 452.07, Riverside County, California",5521,4551,682,143,11,54,2,16
1400000US06065045209,"Census Tract 452.09, Riverside County, California",6497,5690,527,116,3,59,3,25
1400000US06065045212,"Census Tract 452.12, Riverside County, California",2148,631,1305,94,6,56,2,4
1400000US06065045213,"Census Tract 452.13, Riverside County, California",5619,3767,1380,86,7,226,3,26
