Geography,Geographic Area Name,totalpop,hispanic_latino,white,black,american_indian,asian,native_hawaiian,other
1400000US06073017901,"Census Tract 179.01, San Diego County, California",3767,1143,2219,38,4,126,15,28
1400000US06073017902,"Census Tract 179.02, San Diego County, California",2883,1044,1585,17,13,77,6,11
1400000US06073018000,"Census Tract 180, San Diego County, California",3089,378,2376,21,15,92,9,18
1400000US06073018101,"Census Tract 181.01, San Diego County, California",3474,950,2178,30,14,74,21,18
1400000US06073018102,"Census Tract 181.02, San Diego County, California",2544,478,1769,42,19,56,15,18
1400000US06073018201,"Census Tract 182.01, San Diego County, California",2942,1272,1355,52,8,65,16,20
1400000US06073018202,"Census Tract 182.02, San Diego County, California",3122,1643,1239,65,7,47,1,24
1400000US06073018301,"Census Tract 183.01, San Diego County, California",1008,123,747,17,1,31,1,8
1400000US06073018302,"Census Tract 183.02, San Diego County, California",1335,268,911,34,2,36,4,16
1400000US06073018400,"Census Tract 184, San Diego County, California",3561,1083,1871,93,8,246,32,36
1400000US06073018504,"Census Tract 185.04, San Diego County, California",6797,1480,4347,141,16,289,54,31
1400000US06073018509,"Census Tract 185.09, San Diego County, California",4974,2837,1442,262,13,155,43,24
1400000US06073018510,"Census Tract 185.10, San Diego County, California",3419,1657,1174,152,7,213,31,5
1400000US06073018511,"Census Tract 185.11, San Diego County, California",4959,2142,1984,191,18,235,58,30
1400000US06073018512,"Census Tract 185.12, San Diego County, California",3647,732,2395,141,14,193,19,25
1400000US06073018515,"Census Tract 185.15, San Diego County, California",5064,1011,3189,191,18,329,35,28
1400000US06073018516,"Census Tract 185.16, San Diego County, California",3940,1521,1704,122,12,242,73,22
1400000US06073018517,"Census Tract 185.17, San Diego County, California",3996,1203,2161,137,13,226,25,18
1400000US06073018518,"Census Tract 185.18, San Diego County, California",3132,1997,720,76,9,141,55,23
1400000US06073018519,"Census Tract 185.19, San Diego County, California",5575,3585,1239,162,21,267,100,23
1400000US06073018520,"Census Tract 185.20, San Diego County, California",5540,3132,1480,181,15,388,70,38
1400000US06073018521,"Census Tract 185.21, San Diego County, California",4888,1318,1986,273,14,855,105,25
1400000US06073018522,"Census Tract 185.22, San Diego County, California",5371,1494,2492,265,20,557,75,27
1400000US06073018523,"Census Tract 185.23, San Diego County, California",5116,1468,2379,279,11,524,40,43
1400000US06073018524,"Census Tract 185.24, San Diego County, California",3642,1011,1697,221,10,423,19,23
1400000US06073018525,"Census Tract 185.25, San Diego County, California",4395,941,2253,230,12,569,25,30
1400000US06073018601,"Census Tract 186.01, San Diego County, California",4622,1235,2424,97,21,433,57,29
1400000US06073018608,"Census Tract 186.08, San Diego County, California",3103,900,1401,188,8,314,44,33
1400000US06073018609,"Census Tract 186.09, San Diego County, California",6286,3473,1560,299,6,529,76,24
1400000US06073018612,"Census Tract 186.12, San Diego County, California",4098,1516,1781,184,8,327,33,41
1400000US06073018613,"Census Tract 186.13, San Diego County, California",4117,1740,1325,298,12,349,105,21
1400000US06073018615,"Census Tract 186.15, San Diego County, California",2814,1950,585,68,3,86,28,15
1400000US06073018616,"Census Tract 186.16, San Diego County, California",3724,1907,1152,244,9,166,53,38
1400000US06073018617,"Census Tract 186.17, San Diego County, California",3561,1497,1187,165,6,357,101,16
1400000US06073018618,"Census Tract 186.18, San Diego County, California",3969,2926,515,116,1,220,47,15
1400000US06073018619,"Census Tract 186.19, San Diego County, California",6194,1263,3451,186,15,770,64,30
1400000US06073018620,"Census Tract 186.20, San Diego County, California",2718,1690,478,118,5,188,90,6
1400000US06073018621,"Census Tract 186.21, San Diego County, California",1640,870,444,97,3,123,11,15
1400000US06073018622,"Census Tract 186.22, San Diego County, California",5130,2066,1910,270,43,470,84,29
1400000US06073018700,"Census Tract 187, San Diego County, California",37892,10948,20474,3085,339,1296,359,98
1400000US06073018801,"Census Tract 188.01, San Diego County, California",3808,964,2498,23,12,103,8,6
1400000US06073018803,"Census Tract 188.03, San Diego County, California",5056,1183,3287,75,14,197,10,18
1400000US06073018804,"Census Tract 188.04, San Diego County, California",5536,842,4109,39,22,207,15,31
1400000US06073018805,"Census Tract 188.05, San Diego County, California",3572,710,2475,27,16,114,2,10
1400000US06073018903,"Census Tract 189.03, San Diego County, California",5161,2686,2072,63,16,102,28,23
1400000US06073018904,"Census Tract 189.04, San Diego County, California",6316,3750,2145,65,29,135,19,32
1400000US06073018905,"Census Tract 189.05, San Diego County, California",6764,4330,1917,142,19,108,14,23
1400000US06073018906,"Census Tract 189.06, San Diego County, California",6298,3509,2212,138,12,143,10,34
1400000US06073019001,"Census Tract 190.01, San Diego County, California",6395,1571,4272,45,24,184,18,27
1400000US06073019002,"Census Tract 190.02, San Diego County, California",3581,1317,1607,112,5,303,8,17
1400000US06073019103,"Census Tract 191.03, San Diego County, California",7046,2167,4109,48,47,249,10,36
1400000US06073019105,"Census Tract 191.05, San Diego County, California",6920,1248,4721,110,28,393,8,42
1400000US06073019107,"Census Tract 191.07, San Diego County, California",2470,721,1280,19,306,35,3,16
1400000US06073019108,"Census Tract 191.08, San Diego County, California",3072,1240,738,10,939,41,3,25
1400000US06073019109,"Census Tract 191.09, San Diego County, California",4793,1711,2318,92,121,232,41,11
1400000US06073019110,"Census Tract 191.10, San Diego County, California",5438,1858,2682,22,514,105,27,10
1400000US06073019111,"Census Tract 191.11, San Diego County, California",4417,1577,1989,68,365,199,5,36
1400000US06073019203,"Census Tract 192.03, San Diego County, California",2952,948,1586,33,11,133,23,16
1400000US06073019205,"Census Tract 192.05, San Diego County, California",6472,3868,1847,155,22,310,69,38
1400000US06073019206,"Census Tract 192.06, San Diego County, California",5586,4028,1022,119,12,196,25,28
1400000US06073019208,"Census Tract 192.08, San Diego County, California",3564,910,2304,20,6,127,3,15
1400000US06073019209,"Census Tract 192.09, San Diego County, California",3270,640,2271,30,9,123,13,14
1400000US06073019210,"Census Tract 192.10, San Diego County, California",5882,3695,1496,137,10,277,42,32
1400000US06073019301,"Census Tract 193.01, San Diego County, California",6651,1629,3512,190,18,781,57,30
1400000US06073019303,"Census Tract 193.03, San Diego County, California",8025,2756,3821,210,45,586,73,48
1400000US06073019304,"Census Tract 193.04, San Diego County, California",3548,1080,1766,155,13,245,38,22
1400000US06073019305,"Census Tract 193.05, San Diego County, California",3983,1168,2089,156,10,273,32,22
1400000US06073019403,"Census Tract 194.03, San Diego County, California",6489,3082,2263,205,31,461,53,39
1400000US06073019404,"Census Tract 194.04, San Diego County, California",3697,2933,514,30,4,92,31,2
1400000US06073019405,"Census Tract 194.05, San Diego County, California",3813,2083,1125,127,16,196,64,19
1400000US06073019406,"Census Tract 194.06, San Diego County, California",4959,2304,1946,105,14,266,25,27
1400000US06073019501,"Census Tract 195.01, San Diego County, California",3831,3295,284,63,6,87,17,20
1400000US06073019502,"Census Tract 195.02, San Diego County, California",5492,4607,622,68,14,74,12,25
1400000US06073019503,"Census Tract 195.03, San Diego County, California",5032,3239,1242,119,8,181,25,31
1400000US06073019601,"Census Tract 196.01, San Diego County, California",6622,2864,2938,138,20,215,30,61
1400000US06073019602,"Census Tract 196.02, San Diego County, California",5438,2310,2504,127,24,160,23,40
1400000US06073019701,"Census Tract 197.01, San Diego County, California",7022,2525,3224,321,14,492,49,29
1400000US06073019702,"Census Tract 197.02, San Diego County, California",5069,1550,2941,74,13,168,15,27
1400000US06073019803,"Census Tract 198.03, San Diego County, California",5937,1226,3675,94,13,476,15,41
1400000US06073019804,"Census Tract 198.04, San Diego County, California",4567,713,3336,17,10,194,2,11
1400000US06073019805,"Census Tract 198.05, San Diego County, California",4138,1747,1899,99,12,178,10,22
1400000US06073019808,"Census Tract 198.08, San Diego County, California",4853,602,3720,65,3,253,7,22
1400000US06073019809,"Census Tract 198.09, San Diego County, California",4096,635,2964,43,3,200,4,26
1400000US06073019810,"Census Tract 198.10, San Diego County, California",6412,1249,3839,117,17,676,16,33
1400000US06073019811,"Census Tract 198.11, San Diego County, California",7330,1333,4332,106,25,978,19,41
1400000US06073019902,"Census Tract 199.02, San Diego County, California",4211,2114,1591,83,23,179,24,19
1400000US06073019903,"Census Tract 199.03, San Diego County, California",4718,1767,2399,98,19,178,14,35
1400000US06073019904,"Census Tract 199.04, San Diego County, California",6865,1740,3880,208,19,548,27,27
1400000US06073019905,"Census Tract 199.05, San Diego County, California",4326,1021,2538,101,9,369,20,15
1400000US06073020015,"Census Tract 200.15, San Diego County, California",5171,576,3759,41,14,392,18,13
1400000US06073020017,"Census Tract 200.17, San Diego County, California",3187,1500,1222,102,21,191,29,16
1400000US06073020019,"Census Tract 200.19, San Diego County, California",6728,1942,3969,70,11,464,6,29
1400000US06073020021,"Census Tract 200.21, San Diego County, California",6034,3555,1255,100,13,808,26,41
1400000US06073020023,"Census Tract 200.23, San Diego County, California",4734,1859,2051,89,19,397,12,32
1400000US06073020024,"Census Tract 200.24, San Diego County, California",4129,1488,2072,62,23,241,17,14
1400000US06073020025,"Census Tract 200.25, San Diego County, California",5021,1783,2212,154,17,466,25,39
1400000US06073020026,"Census Tract 200.26, San Diego County, California",4345,780,2903,40,5,341,8,32
1400000US06073020028,"Census Tract 200.28, San Diego County, California",3690,3083,295,52,4,156,18,16
1400000US06073020029,"Census Tract 200.29, San Diego County, California",6854,3937,1965,224,15,435,20,40
1400000US06073020030,"Census Tract 200.30, San Diego County, California",7193,1156,4671,110,13,776,4,50
1400000US06073020031,"Census Tract 200.31, San Diego County, California",6659,967,4326,96,9,745,6,43
1400000US06073020032,"Census Tract 200.32, San Diego County, California",3649,374,2674,42,1,343,1,11
1400000US06073020033,"Census Tract 200.33, San Diego County, California",3720,487,2616,33,8,307,10,14
1400000US06073020034,"Census Tract 200.34, San Diego County, California",2737,296,2071,20,3,143,5,23
1400000US06073020035,"Census Tract 200.35, San Diego County, California",6858,640,5308,33,13,425,6,26
1400000US06073020036,"Census Tract 200.36, San Diego County, California",3613,2979,421,35,1,124,9,3
1400000US06073020037,"Census Tract 200.37, San Diego County, California",4331,2694,1165,40,0,294,6,26
1400000US06073020038,"Census Tract 200.38, San Diego County, California",5773,1605,2500,121,4,1132,24,47
1400000US06073020039,"Census Tract 200.39, San Diego County, California",2226,585,933,35,2,490,9,12
1400000US06073020040,"Census Tract 200.40, San Diego County, California",4299,766,2772,63,12,405,11,17
1400000US06073020041,"Census Tract 200.41, San Diego County, California",3028,1510,1059,86,2,227,14,16
1400000US06073020042,"Census Tract 200.42, San Diego County, California",3794,601,2634,55,9,296,2,14
1400000US06073020043,"Census Tract 200.43, San Diego County, California",6475,866,4227,80,13,771,12,26
1400000US06073020044,"Census Tract 200.44, San Diego County, California",8509,1427,4989,133,6,1358,14,59
1400000US06073020105,"Census Tract 201.05, San Diego County, California",4122,1543,1942,112,10,319,12,18
1400000US06073020106,"Census Tract 201.06, San Diego County, California",3852,1789,1422,36,17,416,6,11
1400000US06073020107,"Census Tract 201.07, San Diego County, California",4248,1810,1576,67,16,499,17,29
1400000US06073020108,"Census Tract 201.08, San Diego County, California",5901,4280,883,125,10,409,17,20
1400000US06073020109,"Census Tract 201.09, San Diego County, California",5178,3219,1245,54,11,476,7,21
1400000US06073020110,"Census Tract 201.10, San Diego County, California",7812,2039,3755,203,32,1279,28,37
1400000US06073020111,"Census Tract 201.11, San Diego County, California",4128,1063,2377,58,12,402,6,18
1400000US06073020202,"Census Tract 202.02, San Diego County, California",6955,5623,802,146,14,224,10,14
1400000US06073020206,"Census Tract 202.06, San Diego County, California",5009,3966,666,71,11,178,10,13
1400000US06073020207,"Census Tract 202.07, San Diego County, California",5183,4198,591,105,2,185,5,24
1400000US06073020208,"Census Tract 202.08, San Diego County, California",2615,1703,614,37,10,172,0,6
1400000US06073020209,"Census Tract 202.09, San Diego County, California",4882,3034,1254,131,20,283,14,10
1400000US06073020210,"Census Tract 202.10, San Diego County, California",5105,2905,1352,137,17,467,7,12
1400000US06073020211,"Census Tract 202.11, San Diego County, California",6918,4494,1565,183,36,367,22,47
1400000US06073020213,"Census Tract 202.13, San Diego County, California",3674,3039,390,63,2,110,4,20
1400000US06073020214,"Census Tract 202.14, San Diego County, California",5808,4027,1145,200,31,231,10,25
1400000US06073020304,"Census Tract 203.04, San Diego County, California",6641,1452,4036,109,13,620,16,40
1400000US06073020305,"Census Tract 203.05, San Diego County, California",6124,2059,2926,177,20,621,7,18
1400000US06073020308,"Census Tract 203.08, San Diego County, California",5981,2897,2144,209,25,417,25,28
1400000US06073020309,"Census Tract 203.09, San Diego County, California",4093,1854,1347,98,5,535,19,32
1400000US06073020310,"Census Tract 203.10, San Diego County, California",8703,2338,3967,398,22,1289,13,67
1400000US06073020311,"Census Tract 203.11, San Diego County, California",3600,531,2265,83,10,488,6,18
1400000US06073020312,"Census Tract 203.12, San Diego County, California",4487,1267,2402,94,12,409,4,24
1400000US06073020313,"Census Tract 203.13, San Diego County, California",3012,1133,1324,88,22,244,9,28
1400000US06073020401,"Census Tract 204.01, San Diego County, California",2373,270,1848,22,5,109,0,19
1400000US06073020403,"Census Tract 204.03, San Diego County, California",4220,1666,1854,57,15,407,3,11
1400000US06073020404,"Census Tract 204.04, San Diego County, California",5426,1608,2696,155,21,605,18,34
1400000US06073020405,"Census Tract 204.05, San Diego County, California",3685,516,2633,27,9,319,6,12
1400000US06073020500,"Census Tract 205, San Diego County, California",4952,3502,1059,47,8,203,10,14
1400000US06073020601,"Census Tract 206.01, San Diego County, California",5715,4126,1100,117,14,174,12,28
1400000US06073020602,"Census Tract 206.02, San Diego County, California",5970,3047,2302,125,33,218,7,16
1400000US06073020705,"Census Tract 207.05, San Diego County, California",4861,1754,2467,59,19,334,8,26
1400000US06073020706,"Census Tract 207.06, San Diego County, California",6656,1235,4396,92,21,451,5,42
1400000US06073020707,"Census Tract 207.07, San Diego County, California",5077,2918,1417,157,20,294,8,21
1400000US06073020708,"Census Tract 207.08, San Diego County, California",3728,897,2056,72,9,421,10,33
1400000US06073020710,"Census Tract 207.10, San Diego County, California",1798,295,1212,15,11,196,9,4
1400000US06073020711,"Census Tract 207.11, San Diego County, California",3593,789,2203,42,17,327,9,10
1400000US06073020712,"Census Tract 207.12, San Diego County, California",4856,1758,2301,60,16,423,9,28
1400000US06073020801,"Census Tract 208.01, San Diego County, California",5295,908,3855,49,13,134,2,23
1400000US06073020805,"Census Tract 208.05, San Diego County, California",3674,1256,2087,29,54,36,18,15
1400000US06073020806,"Census Tract 208.06, San Diego County, California",6158,2452,3148,74,39,109,25,33
1400000US06073020807,"Census Tract 208.07, San Diego County, California",3070,622,2195,22,27,43,1,28
1400000US06073020810,"Census Tract 208.10, San Diego County, California",5349,915,3860,55,15,110,15,32
1400000US06073020811,"Census Tract 208.11, San Diego County, California",5923,966,4337,62,42,134,10,59
1400000US06073020812,"Census Tract 208.12, San Diego County, California",2003,908,969,5,16,19,4,9
1400000US06073020813,"Census Tract 208.13, San Diego County, California",4983,1660,2934,17,37,61,6,21
1400000US06073020902,"Census Tract 209.02, San Diego County, California",2306,355,1728,33,8,31,1,16
1400000US06073020903,"Census Tract 209.03, San Diego County, California",3030,581,1892,39,347,49,4,9
1400000US06073020904,"Census Tract 209.04, San Diego County, California",3266,552,2396,20,25,47,5,36
1400000US06073021001,"Census Tract 210.01, San Diego County, California",2085,654,1259,30,26,15,1,15
1400000US06073021002,"Census Tract 210.02, San Diego County, California",1946,783,1074,6,13,14,0,9
1400000US06073021101,"Census Tract 211.01, San Diego County, California",5310,2383,2339,90,172,65,8,27
1400000US06073021102,"Census Tract 211.02, San Diego County, California",2613,698,1363,82,273,30,9,19
1400000US06073021202,"Census Tract 212.02, San Diego County, California",3073,506,2000,15,326,38,3,13
1400000US06073021204,"Census Tract 212.04, San Diego County, California",5491,686,4275,65,49,114,2,36
1400000US06073021205,"Census Tract 212.05, San Diego County, California",7029,1625,4512,144,50,157,35,53
1400000US06073021206,"Census Tract 212.06, San Diego County, California",3039,520,2224,19,41,46,12,24
1400000US06073021302,"Census Tract 213.02, San Diego County, California",7237,2928,3326,541,31,130,12,53
1400000US06073021304,"Census Tract 213.04, San Diego County, California",2709,788,1671,43,12,50,4,14
1400000US06073021305,"Census Tract 213.05, San Diego County, California",4389,739,3237,78,16,126,5,9
1400000US06073021306,"Census Tract 213.06, San Diego County, California",5762,2534,1642,159,18,1039,24,47
1400000US06073021401,"Census Tract 214.01, San Diego County, California",4383,829,2679,303,25,227,22,32
1400000US06073021402,"Census Tract 214.02, San Diego County, California",2793,495,1895,44,16,125,9,16
1400000US06073021501,"Census Tract 215.01, San Diego County, California",3882,297,2254,5,4,1066,3,7
1400000US06073021502,"Census Tract 215.02, San Diego County, California",9851,1164,4481,185,10,3309,9,68
1400000US06073021600,"Census Tract 216, San Diego County, California",3584,877,2152,192,19,103,5,27
1400000US06073021800,"Census Tract 218, San Diego County, California",1980,233,1584,13,0,46,0,5
1400000US06073021900,"Census Tract 219, San Diego County, California",2625,1925,347,116,15,141,17,14
1400000US06073022000,"Census Tract 220, San Diego County, California",4526,2511,260,164,15,1402,49,16
1400000US06073022101,"Census Tract 221.01, San Diego County, California",2631,306,1867,58,5,218,4,6
1400000US06073022102,"Census Tract 221.02, San Diego County, California",7024,1713,3982,113,16,782,12,46
1400000US06073990100,"Census Tract 9901, San Diego County, California",0,0,0,0,0,0,0,0
1400000US06075010101,"Census Tract 101.01, San Francisco County, California",2026,197,963,69,3,666,5,10
1400000US06075010102,"Census Tract 101.02, San Francisco County, California",2000,200,724,173,1,766,26,13
1400000US06075010201,"Census Tract 102.01, San Francisco County, California",2468,190,1848,21,0,266,2,11
1400000US06075010202,"Census Tract 102.02, San Francisco County, California",2074,135,1435,26,0,351,3,19
1400000US06075010300,"Census Tract 103, San Francisco County, California",4062,263,2494,45,0,1028,4,29
1400000US06075010401,"Census Tract 104.01, San Francisco County, California",2214,166,1259,14,1,643,7,9
1400000US06075010402,"Census Tract 104.02, San Francisco County, California",2293,189,1473,15,3,462,1,14
1400000US06075010500,"Census Tract 105, San Francisco County, California",3234,237,1529,93,5,1202,9,31
1400000US06075010600,"Census Tract 106, San Francisco County, California",3718,332,1415,69,0,1727,11,27
1400000US06075010701,"Census Tract 107.01, San Francisco County, California",3721,124,248,95,4,3188,7,8
1400000US06075010702,"Census Tract 107.02, San Francisco County, California",1626,135,649,16,0,771,1,4
1400000US06075010800,"Census Tract 108, San Francisco County, California",4573,265,2239,44,0,1813,1,28
1400000US06075010901,"Census Tract 109.01, San Francisco County, California",2338,168,1574,18,2,418,0,16
1400000US06075010902,"Census Tract 109.02, San Francisco County, California",2332,204,1351,38,2,613,5,4
1400000US06075011001,"Census Tract 110.01, San Francisco County, California",3079,241,1445,50,4,1177,4,5
1400000US06075011002,"Census Tract 110.02, San Francisco County, California",2363,164,1096,46,1,913,2,16
1400000US06075011101,"Census Tract 111.01, San Francisco County, California",3143,300,1512,62,3,1089,0,15
1400000US06075011102,"Census Tract 111.02, San Francisco County, California",2504,259,1080,107,10,871,6,19
1400000US06075011200,"Census Tract 112, San Francisco County, California",3441,252,1934,44,2,1047,2,17
1400000US06075011300,"Census Tract 113, San Francisco County, California",3068,114,517,48,2,2304,2,8
1400000US06075011700,"Census Tract 117, San Francisco County, California",1905,232,655,136,3,774,4,15
1400000US06075011800,"Census Tract 118, San Francisco County, California",1589,58,144,10,4,1338,0,8
1400000US06075011901,"Census Tract 119.01, San Francisco County, California",2275,220,1172,79,8,662,13,22
1400000US06075011902,"Census Tract 119.02, San Francisco County, California",2738,373,1360,73,6,754,1,19
1400000US06075012001,"Census Tract 120.01, San Francisco County, California",2002,372,853,86,2,554,0,9
1400000US06075012002,"Census Tract 120.02, San Francisco County, California",2267,374,861,91,13,797,5,26
1400000US06075012100,"Census Tract 121, San Francisco County, California",3455,518,1474,208,25,999,17,27
1400000US06075012202,"Census Tract 122.02, San Francisco County, California",2490,612,760,266,12,692,17,16
1400000US06075012203,"Census Tract 122.03, San Francisco County, California",1931,570,591,166,3,487,2,14
1400000US06075012204,"Census Tract 122.04, San Francisco County, California",2570,768,924,121,9,619,6,22
1400000US06075012301,"Census Tract 123.01, San Francisco County, California",3088,752,881,424,47,811,31,17
1400000US06075012302,"Census Tract 123.02, San Francisco County, California",2875,414,1042,224,12,1008,13,20
1400000US06075012403,"Census Tract 124.03, San Francisco County, California",2157,611,499,157,7,763,8,26
1400000US06075012404,"Census Tract 124.04, San Francisco County, California",3849,1770,809,460,18,603,24,31
1400000US06075012405,"Census Tract 124.05, San Francisco County, California",4152,718,1732,334,13,1128,9,21
1400000US06075012406,"Census Tract 124.06, San Francisco County, California",1936,520,501,175,5,619,19,12
1400000US06075012502,"Census Tract 125.02, San Francisco County, California",4482,902,883,677,51,1757,18,36
1400000US06075012503,"Census Tract 125.03, San Francisco County, California",4260,1052,1154,614,20,1137,20,28
1400000US06075012504,"Census Tract 125.04, San Francisco County, California",2277,419,805,477,56,404,21,17
1400000US06075012601,"Census Tract 126.01, San Francisco County, California",2577,234,1921,20,2,248,3,23
1400000US06075012602,"Census Tract 126.02, San Francisco County, California",3058,243,2306,25,2,301,3,18
1400000US06075012700,"Census Tract 127, San Francisco County, California",3769,269,2871,17,6,377,0,21
1400000US06075012801,"Census Tract 128.01, San Francisco County, California",2742,222,2023,36,7,263,7,26
1400000US06075012802,"Census Tract 128.02, San Francisco County, California",1901,117,1449,22,0,216,2,11
1400000US06075012901,"Census Tract 129.01, San Francisco County, California",2853,208,2039,33,4,428,0,16
1400000US06075012902,"Census Tract 129.02, San Francisco County, California",3667,302,2593,48,13,502,2,9
1400000US06075013001,"Census Tract 130.01, San Francisco County, California",2405,186,1755,30,4,298,2,1
1400000US06075013002,"Census Tract 130.02, San Francisco County, California",2144,122,1582,13,0,272,3,16
1400000US06075013101,"Census Tract 131.01, San Francisco County, California",4197,337,2758,54,4,764,12,23
1400000US06075013102,"Census Tract 131.02, San Francisco County, California",2938,261,1999,38,2,453,2,23
1400000US06075013200,"Census Tract 132, San Francisco County, California",4464,299,3316,54,2,533,12,46
1400000US06075013300,"Census Tract 133, San Francisco County, California",4344,288,3179,53,0,541,1,23
1400000US06075013401,"Census Tract 134.01, San Francisco County, California",1623,119,1132,29,0,221,0,5
1400000US06075013402,"Census Tract 134.02, San Francisco County, California",2253,159,1578,32,0,326,0,8
1400000US06075013500,"Census Tract 135, San Francisco County, California",2912,231,1907,65,4,469,2,32
1400000US06075015100,"Census Tract 151, San Francisco County, California",3104,255,1615,80,2,980,0,17
1400000US06075015201,"Census Tract 152.01, San Francisco County, California",1888,179,1029,81,3,500,6,13
1400000US06075015202,"Census Tract 152.02, San Francisco County, California",2286,178,1335,71,5,542,6,10
1400000US06075015300,"Census Tract 153, San Francisco County, California",2387,210,1509,115,3,353,7,19
1400000US06075015401,"Census Tract 154.01, San Francisco County, California",3659,305,2029,107,8,938,7,12
1400000US06075015402,"Census Tract 154.02, San Francisco County, California",2541,225,1642,44,3,443,3,13
1400000US06075015500,"Census Tract 155, San Francisco County, California",3899,379,1602,307,2,1331,25,7
1400000US06075015600,"Census Tract 156, San Francisco County, California",3274,339,1576,71,0,996,4,26
1400000US06075015701,"Census Tract 157.01, San Francisco County, California",4882,755,1922,279,4,1417,10,294
1400000US06075015702,"Census Tract 157.02, San Francisco County, California",3220,281,1787,137,5,730,3,43
1400000US06075015801,"Census Tract 158.01, San Francisco County, California",3869,454,1469,785,7,862,16,22
1400000US06075015802,"Census Tract 158.02, San Francisco County, California",3116,315,1896,241,7,411,2,19
1400000US06075015900,"Census Tract 159, San Francisco County, California",4630,464,1495,445,14,1889,13,47
1400000US06075016000,"Census Tract 160, San Francisco County, California",2969,365,1211,201,13,988,8,25
1400000US06075016101,"Census Tract 161.01, San Francisco County, California",2780,179,1085,601,7,755,5,19
1400000US06075016102,"Census Tract 161.02, San Francisco County, California",2880,384,201,1231,6,868,22,43
1400000US06075016200,"Census Tract 162, San Francisco County, California",3672,465,1768,254,11,944,4,41
1400000US06075016300,"Census Tract 163, San Francisco County, California",4296,496,2038,679,0,758,4,27
1400000US06075016400,"Census Tract 164, San Francisco County, California",3920,498,2321,266,12,551,0,25
1400000US06075016500,"Census Tract 165, San Francisco County, California",5171,600,3088,296,7,722,8,45
1400000US06075016601,"Census Tract 166.01, San Francisco County, California",3133,336,2006,104,2,418,2,33
1400000US06075016602,"Census Tract 166.02, San Francisco County, California",2350,294,1514,63,5,280,5,15
1400000US06075016700,"Census Tract 167, San Francisco County, California",4835,530,3184,180,5,596,1,47
1400000US06075016801,"Census Tract 168.01, San Francisco County, California",4282,592,2330,296,4,753,17,30
1400000US06075016802,"Census Tract 168.02, San Francisco County, California",3928,594,1928,324,20,735,14,35
1400000US06075016900,"Census Tract 169, San Francisco County, California",3425,385,2201,102,2,473,2,14
1400000US06075017000,"Census Tract 170, San Francisco County, California",4088,389,2831,75,8,493,5,29
1400000US06075017101,"Census Tract 171.01, San Francisco County, California",3766,340,2700,80,0,361,1,40
1400000US06075017102,"Census Tract 171.02, San Francisco County, California",3798,344,2643,121,3,366,0,31
1400000US06075017602,"Census Tract 176.02, San Francisco County, California",3649,581,970,529,25,1375,7,30
1400000US06075017603,"Census Tract 176.03, San Francisco County, California",5518,912,1736,416,24,2062,31,38
1400000US06075017604,"Census Tract 176.04, San Francisco County, California",4008,685,1269,485,24,1339,18,21
1400000US06075017700,"Census Tract 177, San Francisco County, California",2841,763,1039,247,9,582,8,31
1400000US06075017801,"Census Tract 178.01, San Francisco County, California",3567,174,866,139,2,2253,3,14
1400000US06075017803,"Census Tract 178.03, San Francisco County, California",2254,389,810,208,13,689,10,11
1400000US06075017804,"Census Tract 178.04, San Francisco County, California",4752,675,1648,396,14,1737,15,41
1400000US06075017903,"Census Tract 179.03, San Francisco County, California",2747,746,762,441,25,537,32,29
1400000US06075018000,"Census Tract 180, San Francisco County, California",4758,660,1667,662,15,1394,40,32
1400000US06075020101,"Census Tract 201.01, San Francisco County, California",3841,1212,1265,264,26,851,13,27
1400000US06075020102,"Census Tract 201.02, San Francisco County, California",3081,1230,803,299,24,559,9,24
1400000US06075020201,"Census Tract 202.01, San Francisco County, California",2494,656,1038,122,4,517,3,20
1400000US06075020202,"Census Tract 202.02, San Francisco County, California",3914,879,1683,227,12,864,13,26
1400000US06075020300,"Census Tract 203, San Francisco County, California",3624,511,2125,71,7,674,3,33
1400000US06075020401,"Census Tract 204.01, San Francisco County, California",3235,318,2144,40,5,497,0,22
1400000US06075020402,"Census Tract 204.02, San Francisco County, California",4547,590,2681,130,9,782,9,48
1400000US06075020500,"Census Tract 205, San Francisco County, California",2663,271,1797,43,0,346,6,20
1400000US06075020601,"Census Tract 206.01, San Francisco County, California",2906,346,1867,64,7,393,4,25
1400000US06075020602,"Census Tract 206.02, San Francisco County, California",2272,209,1581,35,0,293,4,5
1400000US06075020701,"Census Tract 207.01, San Francisco County, California",2987,472,1828,72,2,368,7,26
1400000US06075020702,"Census Tract 207.02, San Francisco County, California",2520,439,1370,48,1,450,3,22
1400000US06075020801,"Census Tract 208.01, San Francisco County, California",3618,1484,1217,82,19,613,17,32
1400000US06075020802,"Census Tract 208.02, San Francisco County, California",3143,1494,930,63,10,501,1,15
1400000US06075020900,"Census Tract 209, San Francisco County, California",4296,1830,1443,99,3,648,0,44
1400000US06075021000,"Census Tract 210, San Francisco County, California",4213,810,2404,76,0,635,9,46
1400000US06075021100,"Census Tract 211, San Francisco County, California",4111,405,2788,58,5,549,6,29
1400000US06075021200,"Census Tract 212, San Francisco County, California",3015,269,2036,31,4,397,3,34
1400000US06075021300,"Census Tract 213, San Francisco County, California",2652,235,1738,26,2,376,1,25
1400000US06075021400,"Census Tract 214, San Francisco County, California",3404,391,2292,38,1,453,2,22
1400000US06075021500,"Census Tract 215, San Francisco County, California",5237,851,3068,66,5,790,4,53
